      Unnamed: 0                                                        product_name product_price     weight            category                EAN date_added                                  uuid          removed product_code
721          721                             Traditional Lace Voile 55 x 90" - Cream         £8.99        0.3            homeware      6654908880505 2017-01-08  0cdae5b5-9825-4f90-9551-32b88e780028  Still_avaliable  c6-9613402r
1492        1492                             Russell Hobbs Honeycomb Toaster - White        £25.00       1.59            homeware      2596673815839 2017-01-21  f5849d11-c13f-4c7d-99ae-a6451704fc23  Still_avaliable  P3-6431956i
65            65                                                         Frustration        £12.99        1.0      toys-and-games      7266606846869 2017-02-04  84336bef-b195-4545-a1d3-b1263c84dcc4  Still_avaliable  k9-7953223M
1621        1621                      Zed Candy Mini Refills 100g - Mini Jelly Beans         £0.69        0.1      food-and-drink      5247375129676 2017-02-05  bf41d6b7-ebbd-4989-863f-56067dda2d70  Still_avaliable  K4-6409808t
209          209                                 Mechanix Mechanised Motors - Racing        £12.99      0.718      toys-and-games      5329242626935 2017-02-22  149b02d1-ccd9-4dcc-878d-f4827fb90fc7  Still_avaliable   G8-326775i
865          865                        Heidi Vanity Set with Stool & Mirror - Blush        £50.00       12.3            homeware      7447289610491 2017-03-03  d253475d-c404-4f42-8323-6b24a5c5a8ba  Still_avaliable  x4-5296360k
353          353                Doggie Delights Dog Treats 160g - Chicken Soft Bones         £2.00       0.16                pets      8899001827592 2017-03-04  e2440884-c9ff-40aa-a613-8ebb55f56b72  Still_avaliable  w9-8679766G
349          349                   Doggie Delights Dog Treats 175g - Chicken Popcorn         £2.00       0.16                pets      9425291170248 2017-03-08  b6d7b327-c832-481b-b21e-8d26dbede8ce  Still_avaliable  X7-6395841j
1801        1801                                    Pastazara Spirali Tricolore 500g         £0.85        0.5      food-and-drink       378369543712 2017-04-19  dec43d13-8067-462c-ad86-80fcb1b71834  Still_avaliable  Q6-9294184J
542          542                     Arctic Sable Faux Fur Cushion 48 x 48cm - Cream        £10.00       0.29            homeware      1481600390392 2017-05-01  0a1d07d3-1b5e-47d8-88ae-c7912839ee8d          Removed  A8-6145567Z
72            72                                         Nerf Blaster Inline Scooter        £24.99        2.0      toys-and-games      6200996498759 2017-06-09  f7dbf2d8-f887-4740-a613-85b6872fd89b  Still_avaliable  K2-9476324E
147          147                                                Operation Board Game        £16.99       0.61      toys-and-games       736509678289 2017-07-10  90758b1b-1e48-4e9c-9ca7-0b588a30ed03  Still_avaliable  F4-2643775U
702          702                               Amber Textured Voile 55 x 90" - White         £7.99       0.27            homeware      7910919829063 2017-07-21  cb12b858-75b7-4711-aa72-3c90e28e42a6  Still_avaliable  e7-7289952X
923          923                                        Wooden Fruit Ornament - Pear         £3.00      0.185            homeware      3597118060387 2017-07-24  59ea1dcc-3815-4989-b5cd-27e702401b7f          Removed   z7-860976v
845          845                                 Nora Barstool - Navy with Gold Base        £70.00        7.3            homeware      7249788131343 2017-07-28  02a01e0e-455d-423d-a9fa-1515899b462a  Still_avaliable   i8-346690M
920          920                           Luxury Faux Fur Rug 60 x 110cm - Charcoal        £20.00       1.02            homeware      6124170812073 2017-08-04  e23c59f0-fc91-42b1-b8ed-4e0ca23a7bfc  Still_avaliable  B8-0359513i
1467        1467                          Pleated Velvet Panel 54 x 86" - Dark Green        £25.00     1160.0            homeware      8751899191233 2017-08-04  0b9808e5-6df2-4fd2-8c55-06b28756231f  Still_avaliable   j2-167630Y
73            73                                                   LEGO City Tractor        £13.99       0.34      toys-and-games      4884849328275 2017-09-20  4827894b-9b58-43c1-ac42-b44e37058cb7  Still_avaliable  x0-2673899K
1576        1576                                     Warburtons Farmhouse Bread 800g         £1.35        0.8      food-and-drink      6660525324254 2017-10-01  2098c2d7-a028-4e37-b292-b01019b0db50  Still_avaliable  z1-3206892z
1494        1494                                 Tower Air Fryer 4L - Black & Silver        £59.00       3.45            homeware      9632792158242 2017-10-29  d60a6fb6-9f50-49d4-aee0-826ba469a73a  Still_avaliable  i0-3003134f
582          582                                               Michigan Desk - Black        £50.00       20.0            homeware      2112076426511 2017-11-09  2143ce34-ac59-4cfd-94bf-acc4dafce02a  Still_avaliable  W6-1117349L
311          311                        Bakers Dry Dog Food Chicken & Vegetables 3kg         £6.49        3.0                pets      3417377303837 2017-11-26  0cb262fc-7689-4078-97e4-d1ba37c0fdf8  Still_avaliable  s1-4441992M
63            63                                       Tie Dye Creator with Tote Bag        £12.99      0.911      toys-and-games      4686349173641 2017-12-09  f35ecc61-5c28-4fd4-812e-84f9651ad8a0  Still_avaliable  Q5-3022807D
1548        1548                                  Cloud Bath Fizzer 300g - Bubblegum         £1.99        0.3   health-and-beauty       151866352656 2017-12-28  c9483525-718a-430d-985f-a0c024439855  Still_avaliable  x1-3479952u
1363        1363                                  Winter Spice Scented Reed Diffuser         £5.00       0.39            homeware      5245306785328 2018-01-08  6ed93f2e-1dd5-473f-a867-69c10a343e93  Still_avaliable  Y0-0466444e
1480        1480                                            Goodmans Grey Geo Kettle        £25.00   0.000944            homeware      8558868634193 2018-01-14  0627e127-78c1-49d1-8b16-38c292e34d24  Still_avaliable  Y6-2468175G
575          575                                                 Tromso Compact Desk        £35.00        9.0            homeware      3625822351276 2018-01-29  0a8f5e1c-a323-47ea-9a89-10875dae8b4b  Still_avaliable  u4-0367037G
235          235                                          Toddler Counting Jars 75pk        £12.99      0.882      toys-and-games      3105838593162 2018-02-18  d4dcbcc5-f89e-44b9-b4ae-f9894b28e5d3  Still_avaliable  m6-1567298J
1793        1793                                                Pastazara Penne 500g         £0.75        0.5      food-and-drink      3784670664591 2018-03-02  0462f405-98ac-487a-a2b2-b2c7c283d9a1  Still_avaliable  v4-3568868y
375          375                            Purina Go-Cat Food - Duck & Chicken 750g         £1.99       0.75                pets      6321530903550 2018-03-05  2bbdad92-ee84-4e14-aede-978d644d848e  Still_avaliable  u6-6603541r
1559        1559                                 Bath Bar Fizzer 130g - Sweet Orange         £0.79       0.13   health-and-beauty      4216035590041 2018-04-03  eaa7dab8-2a82-4620-a191-0cce47c30658  Still_avaliable  A0-0072276S
736          736      Colorado Hopsack Fully Lined Eyelet Curtains 46 x 54" - Silver        £14.99       0.75            homeware      3616361870724 2018-04-17  a65c00e2-9f1e-485d-bc24-2dddd0d25667  Still_avaliable  O3-1876056e
1346        1346                       Christmas Scented Candle - Peppermint Penguin         £2.50       0.22            homeware      7399314448756 2018-05-01  592e930b-f5eb-4ddb-b8a3-7559c0fcce6a  Still_avaliable   q1-666183k
1090        1090                                       Oakwood White Bolster Cushion        £10.00       0.38            homeware      6907857936589 2018-05-15  e16e76c5-5dcc-4d08-9925-36c5cce43fae  Still_avaliable  X3-5841563e
488          488                                               Oakwood Throw - Brown        £20.00       1.06            homeware      2449530981751 2018-05-31  9ef5e889-a76d-4389-abb9-801b7b29df3d  Still_avaliable  R1-0662306m
1591        1591                                         Nestle Galak Speculoos 125g         £1.99      0.125      food-and-drink      6273046361129 2018-07-03  82021c68-5a56-43a7-8d3d-89d815278b18  Still_avaliable  z4-4854492n
276          276                                               Spider-Man Artist Pad         £2.99       0.48  sports-and-leisure      1335319641774 2018-08-05  e4865a59-1abf-4bf9-a504-89bc38905008  Still_avaliable  V1-6325418M
510          510                           Luna Waffle Double Duvet Set - Dark Green        £18.00       1.85            homeware      4532849434211 2018-08-19  cbe8941e-a551-488a-af28-3c7e4e95a783  Still_avaliable  L6-1204119R
178          178                                     Zuru X-Shot Dread - Special Ops        £12.00        0.7      toys-and-games      4129710537500 2018-08-29  84049d54-e055-4b5f-87b0-c69247b6ad2c  Still_avaliable  B8-1981424C
307          307                       Pets Pantry Complete Meaty Chunks Beef 2.75kg         £3.69       2.75                pets      4525436759460 2018-10-22  6fc67918-7940-4b1f-bba4-47f3e6dfc578  Still_avaliable  l1-2836416D
509          509                             Luna Waffle King Duvet Set - Dark Green        £20.00        2.2            homeware      7307260792656 2018-10-26  83632fbe-a286-4d80-ab8b-2bbce912552d  Still_avaliable   F1-276151b
1256        1256                                                         Autumn Hoop         £6.00        0.3            homeware      6728313957920 2018-11-23  43a38083-b446-47cc-9a92-58c7639b42b6  Still_avaliable  W1-8128585i
1836        1836                                      Loctite Powerflex Superglue 3g         £3.99      0.003                 diy      6092896058221 2019-03-16  ab49b5cd-0cb7-46fa-90b7-29b1b79b82b3  Still_avaliable  x8-6296329e
330          330                                  Sweetie Paws Pick & Mix Meaty Pops         £2.50       0.12                pets       305221989647 2019-03-26  0407f342-1d78-48b6-a77a-b91b36198cce  Still_avaliable  Z1-0882540K
12            12                                 Disney Encanto Antonio's Tree House        £24.99     0.0012      toys-and-games      2421335285067 2019-04-13  d3ed56bc-533e-42fe-839a-ba880bda5714  Still_avaliable  Z2-0851042W
172          172                       Mechanics Construction Set - Transport Trucks        £12.99      0.955      toys-and-games      7971126691003 2019-05-05  87303428-dd9e-481c-8767-7fa0b3e7f50c  Still_avaliable  Q1-5669984f
179          179                                           Zuru X-Shot Dread - Alpha        £12.00        0.7      toys-and-games      1693539364546 2019-05-07  9058b9b4-9c79-4d5b-8aa0-d76ec6f3896d  Still_avaliable  t9-3927423O
1429        1429                                                      Bamboo Lantern        £12.00       0.49            homeware      5441997951213 2019-05-30  02f302be-1dae-4781-b8d3-1b491081a4ee  Still_avaliable   m9-287924o
304          304                 Butcher's Puppy Meaty Chunks in Jelly Tins 6 x 400g         £4.35   6 x 400g                pets      9386802556862 2019-06-16  a21e8202-de56-40bf-aee9-1b65989b1030  Still_avaliable  x0-3876046p
1431        1431                                   Ceramic Candle Holder with Candle         £5.00      0.245            homeware      5146568716443 2019-06-24  6a085f8b-5b21-490b-812c-ade112815399  Still_avaliable  n0-8995290b
1575        1575                              Warburtons Medium Wholemeal Bread 800g         £1.20        0.8      food-and-drink      9496082413776 2019-07-12  dbc98ae5-1dea-4b86-ac65-e225f62bb6c6  Still_avaliable  s6-6937382B
647          647                              Loft Studio Velvet Dining Chair - Grey        £65.00        9.3            homeware      2418382607737 2019-07-25  10e682cb-251e-488f-9fbe-df5be1437759  Still_avaliable  U4-9281362l
